"s","p","o","lang"
"http://lariojaturismo.gnoss.com/items/Path_8233891d-6718-4ec5-b7a0-167e8959b97f_7bf6188b-d47d-447d-b873-b02f036c35ea","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_83436f07-5501-4a9b-bbae-f8fbdaa2f8c9_112568dd-0000-4065-8204-45eb4bb8cbcf","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_86278cba-e5a7-4192-a577-e031f6e2c529_a8aa122f-0f27-4f37-ae71-bcfaaac4688f","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_bac61fce-b05f-44bf-99a6-586c439231b1_281f6193-9382-4b87-a0a4-0d2dfb8ec0c7","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_c7834767-2b2b-470d-840c-2a990a5feb32_fd631af4-dae6-41e3-ba3f-dc1c9a766bc4","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_d3a353fc-bce2-4be3-b3c7-add34f5ffb8c_967610a9-d4cb-440d-86f1-4e7e912b7862","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_b2324fb7-28ed-49b0-a0f8-6ffe41d6ed46","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_fc279ae4-48a4-42b1-a409-6f48068ac7b7","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_ad2ab8b6-b230-49a9-83d2-41a03351817d_5d12951d-0098-46c4-8b1c-3ee4e237e98e","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.eroute/2014-04-28#Path",
"http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_226971e2-fb81-4873-8d63-abe3396b2488_7a8bcd88-997d-497e-a0b5-5ba0b6a4c375","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_47e80b27-79fa-4bf0-86b5-bd2974db4005_0f4fa442-4f1a-4fcd-ad3b-bfe435370f97","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_4f81d520-ddb2-4c26-a85b-2fa131cf4380_d79f852a-f2e3-439a-a183-46a8132cd167","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_55d64907-1029-4482-8eae-8f6138105aa7_edb7f623-d03b-4303-9086-10aaec62b842","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_6c64a351-ed93-4687-942c-56f9f85e55bd_e6439a8a-554d-447a-85ff-84ea707c9587","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_7f08cba9-7d41-4441-91c8-eb6d87114c5f_4a771b12-bb05-42c0-bc54-fce1e75236a6","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_8233891d-6718-4ec5-b7a0-167e8959b97f_7bf6188b-d47d-447d-b873-b02f036c35ea","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_83436f07-5501-4a9b-bbae-f8fbdaa2f8c9_112568dd-0000-4065-8204-45eb4bb8cbcf","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_86278cba-e5a7-4192-a577-e031f6e2c529_a8aa122f-0f27-4f37-ae71-bcfaaac4688f","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_bac61fce-b05f-44bf-99a6-586c439231b1_281f6193-9382-4b87-a0a4-0d2dfb8ec0c7","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_c7834767-2b2b-470d-840c-2a990a5feb32_fd631af4-dae6-41e3-ba3f-dc1c9a766bc4","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_d3a353fc-bce2-4be3-b3c7-add34f5ffb8c_967610a9-d4cb-440d-86f1-4e7e912b7862","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_b2324fb7-28ed-49b0-a0f8-6ffe41d6ed46","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_fc279ae4-48a4-42b1-a409-6f48068ac7b7","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/items/Path_ad2ab8b6-b230-49a9-83d2-41a03351817d_5d12951d-0098-46c4-8b1c-3ee4e237e98e","http://www.w3.org/2000/01/rdf-schema#label","http://www.eroute/2014-04-28#Path",""
"http://lariojaturismo.gnoss.com/1ef1cb3b-437b-490b-a643-c2217254b136","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c",
"http://lariojaturismo.gnoss.com/d7c16a0a-f8ba-43e4-811e-b5636db29f23","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_b2324fb7-28ed-49b0-a0f8-6ffe41d6ed46",
"http://lariojaturismo.gnoss.com/d7c16a0a-f8ba-43e4-811e-b5636db29f23","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_d7c16a0a-f8ba-43e4-811e-b5636db29f23_fc279ae4-48a4-42b1-a409-6f48068ac7b7",
"http://lariojaturismo.gnoss.com/14254ff3-138c-4618-8b83-c0ab61e34c11","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9",
"http://lariojaturismo.gnoss.com/16bd2269-5283-4097-b610-561d571a9e89","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1",
"http://lariojaturismo.gnoss.com/1940caac-d580-454e-895b-1a303794b310","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f",
"http://lariojaturismo.gnoss.com/226971e2-fb81-4873-8d63-abe3396b2488","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_226971e2-fb81-4873-8d63-abe3396b2488_7a8bcd88-997d-497e-a0b5-5ba0b6a4c375",
"http://lariojaturismo.gnoss.com/47e80b27-79fa-4bf0-86b5-bd2974db4005","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_47e80b27-79fa-4bf0-86b5-bd2974db4005_0f4fa442-4f1a-4fcd-ad3b-bfe435370f97",
"http://lariojaturismo.gnoss.com/4f81d520-ddb2-4c26-a85b-2fa131cf4380","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_4f81d520-ddb2-4c26-a85b-2fa131cf4380_d79f852a-f2e3-439a-a183-46a8132cd167",
"http://lariojaturismo.gnoss.com/55d64907-1029-4482-8eae-8f6138105aa7","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_55d64907-1029-4482-8eae-8f6138105aa7_edb7f623-d03b-4303-9086-10aaec62b842",
"http://lariojaturismo.gnoss.com/6c64a351-ed93-4687-942c-56f9f85e55bd","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_6c64a351-ed93-4687-942c-56f9f85e55bd_e6439a8a-554d-447a-85ff-84ea707c9587",
"http://lariojaturismo.gnoss.com/7f08cba9-7d41-4441-91c8-eb6d87114c5f","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_7f08cba9-7d41-4441-91c8-eb6d87114c5f_4a771b12-bb05-42c0-bc54-fce1e75236a6",
"http://lariojaturismo.gnoss.com/8233891d-6718-4ec5-b7a0-167e8959b97f","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_8233891d-6718-4ec5-b7a0-167e8959b97f_7bf6188b-d47d-447d-b873-b02f036c35ea",
"http://lariojaturismo.gnoss.com/83436f07-5501-4a9b-bbae-f8fbdaa2f8c9","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_83436f07-5501-4a9b-bbae-f8fbdaa2f8c9_112568dd-0000-4065-8204-45eb4bb8cbcf",
"http://lariojaturismo.gnoss.com/86278cba-e5a7-4192-a577-e031f6e2c529","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_86278cba-e5a7-4192-a577-e031f6e2c529_a8aa122f-0f27-4f37-ae71-bcfaaac4688f",
"http://lariojaturismo.gnoss.com/bac61fce-b05f-44bf-99a6-586c439231b1","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_bac61fce-b05f-44bf-99a6-586c439231b1_281f6193-9382-4b87-a0a4-0d2dfb8ec0c7",
"http://lariojaturismo.gnoss.com/c7834767-2b2b-470d-840c-2a990a5feb32","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_c7834767-2b2b-470d-840c-2a990a5feb32_fd631af4-dae6-41e3-ba3f-dc1c9a766bc4",
"http://lariojaturismo.gnoss.com/d3a353fc-bce2-4be3-b3c7-add34f5ffb8c","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_d3a353fc-bce2-4be3-b3c7-add34f5ffb8c_967610a9-d4cb-440d-86f1-4e7e912b7862",
"http://lariojaturismo.gnoss.com/ad2ab8b6-b230-49a9-83d2-41a03351817d","http://gnoss/hasEntidad","http://lariojaturismo.gnoss.com/items/Path_ad2ab8b6-b230-49a9-83d2-41a03351817d_5d12951d-0098-46c4-8b1c-3ee4e237e98e",
"http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9","http://www.eroute/2014-04-28#pathFeature","Ruta de montaña de 57 km en 5 etapas y 1 variante de 14 km.","es"
"http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9","http://www.eroute/2014-04-28#pathFeature","Bergroute von 57 km Länge in 5 Etappen und 1 Variante von 14 km Länge.","de"
"http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9","http://www.eroute/2014-04-28#pathFeature","35.4-mile mountain route in 5 stages with one 8.7-mile variant.","en"
"http://lariojaturismo.gnoss.com/items/Path_14254ff3-138c-4618-8b83-c0ab61e34c11_6f79fbbf-afa9-4d81-874b-98b2853dfcc9","http://www.eroute/2014-04-28#pathFeature","Randonnée de montage de 57 km composé de 5 étapes et 1 variante de 14 km.","fr"
"http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1","http://www.eroute/2014-04-28#pathFeature","Sendero lineal de 2,3 km (1 hora 45 minutos i/v)","es"
"http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1","http://www.eroute/2014-04-28#pathFeature","Sentier linéaire de 2,3 km (1 heure 45 minutes a/r)","fr"
"http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1","http://www.eroute/2014-04-28#pathFeature","1.4-mile linear footpath (1 hour, 45 minutes, round trip)","en"
"http://lariojaturismo.gnoss.com/items/Path_16bd2269-5283-4097-b610-561d571a9e89_b30ae4d4-e916-4fcb-87e7-3c51c2151ff1","http://www.eroute/2014-04-28#pathFeature","Streckenwanderweg von 2,3 km Länge (1 Std. 45 Min. h/z)","de"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sendero circular de 4,5&nbsp;km (1&nbsp;hora).</p>","es"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sendero circular de 4,5&nbsp;km (1&nbsp;hora).</p>","pt"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sendero circular de 4,5&nbsp;km (1&nbsp;hora).</p>","ca"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sendero circular de 4,5&nbsp;km (1&nbsp;hora).</p>","eu"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sendero circular de 4,5&nbsp;km (1&nbsp;hora).</p>","ga"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Rundwanderweg de 4,5 km Länge (1 Stunde).</p>","de"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>Sentier circulaire de 4,5 km (1 heure).</p>","fr"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","Sendero circular de 4,5 km (1 hora).","es"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","<p>2.8-mile circular footpath (1 hour and 30 minutes).</p>","en"
"http://lariojaturismo.gnoss.com/items/Path_1940caac-d580-454e-895b-1a303794b310_c609415d-874d-4923-8e54-abe4e68b7f6f","http://www.eroute/2014-04-28#pathFeature","2.8-mile circular footpath (1 hour and 30 minutes).","en"
"http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c","http://www.eroute/2014-04-28#pathFeature","<p>Wir empfehlen Ihnen, an einem Tag die uralten Kulturen zu entdecken, die im Untergebiet Rioja Baja (Untere Rioja) ihre Spuren hinterlassen haben. Von Calahorra, dem einst römischen Calagurris, bis nach Alfaro, wo die Stiftskirche San Miguel die größte Storchenkolonie Europas beherbergt. Und alle Hobbyfotografen dürfen natürlich auf keinen Fall ihre Kamera vergessen. Von Alfaro dem Flusslauf des Alhama folgend gelangt man nach Cervera, Hauptort des östlichen Berggebiets von La Rioja und Ausgangspunkt um die archäologische Fundstätte der keltiberischen Stadt namens Contrebia - Leukade zu besuchen. Wieder etwas näher bei Logroño, im Ocón-Tal, kann sich der Besucher in seinen malerischen Dörfern verlieren und eine gut erhaltene Windmühle bewundern. Und noch einen Rat: Wenn Sie noch Zeit haben, dann legen Sie in Arnedo, der riojanischen Hauptstadt der Schuhindustrie, einen Halt ein.<br /> </p>","de"
"http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c","http://www.eroute/2014-04-28#pathFeature","<p>We suggest one day to explore the ancient cultures that left their mark in La Rioja Baja. From Calahorra, the Roman Calagurris, passing through Alfaro on whose collegiate church you can find the largest colony of white storks in Europe. If you like taking pictures, do not forget your camera. Following the course of Alhama from Alfaro, you arrive in Cervera, the capital of the eastern Rioja mountains, from there you can access the celtiberian archaeological site of Contrebia - Leukade. And closer to Logroño, in the Ocón Valley, you can wander through the villages in the area and visit a wind-powered flour mill. Some advice: if you have time, stop in Arnedo, La Rioja shoe capital.<br /> </p>","en"
"http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c","http://www.eroute/2014-04-28#pathFeature","<p>Le proponemos un d&iacute;a conociendo culturas ancestrales que dejaron su huella en La Rioja. Desde&nbsp;Calahorra, antigua Calagurris romana. Ciudad romana de gran importancia como atestiguan los restos romanos que quedan en esta localidad. Calahorra es la capital de La Rioja baja, tras recorrer su Catedral, el&nbsp;Museo diocesano&nbsp;y otros lugares de inter&eacute;s, no deje de probar en uno de sus excelentes restaurantes la verdura calagurritana en cualquiera de sus formas, desde la m&aacute;s tradicional a la nueva cocina.&nbsp;Ver plano de Calahorra<br />Desde Calahorra merece la pena desplazarse a&nbsp;Alfaro&nbsp;donde llama la atenci&oacute;n la gran cantidad de cig&uuml;e&ntilde;as que se pueden ver en esta localidad. En la colegiata de Alfaro podr&aacute; descubrir la mayor colonia de cig&uuml;e&ntilde;a blanca de Europa. Si es aficionado a la fotograf&iacute;a, no olvide su c&aacute;mara.<br />En el centro de interpretaci&oacute;n de la&nbsp;Reserva Natural de los Sotos del Ebro&nbsp;le explicar&aacute;n por qu&eacute; estas cig&uuml;e&ntilde;as han elegido La Rioja para pasar la mayor parte del a&ntilde;o y conocer&aacute; la riqueza natural de esta zona riojana.<br />Siguiendo el curso del r&iacute;o Alhama desde Alfaro, se llega a&nbsp;Cervera, la capital de la Sierra oriental riojana, desde all&iacute; se accede a&nbsp;Contrebia &ndash; Leukade, un yacimiento arqueol&oacute;gico de gran inter&eacute;s en un asentamiento celt&iacute;bero. All&iacute; conocer&aacute; las formas de vida de estos antiguos habitantes de La Rioja.<br />Ya m&aacute;s cerca de Logro&ntilde;o, en el valle de Oc&oacute;n, puede perderse por los pueblos de la zona y dar paseos por el valle para visitar un&nbsp;molino de viento harinero&nbsp;recientemente recuperado.<br /><br />Seguro que a su paso ve muchos lugares que merecen una parada, t&oacute;meselo con tiempo. Pare y disfrute del paisaje, de las gentes y de la hospitalidad riojana. Si no le da tiempo a hacerlo todo, no se preocupe, La Rioja est&aacute; muy cerca y estaremos encantados de que vuelva.<br />Un consejo: si le sobra tiempo, pare en&nbsp;Arnedo, capital riojano del calzado y aproveche para hacer unas compras y visitar esta importante localidad riojana.<br /><br />Despu&eacute;s de leer este itinerario, &iquest;quieres buscar alojamiento en La Rioja Baja?&nbsp;Pincha aqu&iacute;.<br /><br />&iquest;O prefieres buscar un sitio d&oacute;nde comer?&nbsp;Pincha aqu&iacute;<br />- See more at: http://www.lariojaturismo.com/rutas/index.php?Id_contenido=1567#sthash.LXEGJxo4.dpuf</p>","pt"
"http://lariojaturismo.gnoss.com/items/Path_1ef1cb3b-437b-490b-a643-c2217254b136_7a101e7d-748e-4b62-a325-0492845b362c","http://www.eroute/2014-04-28#pathFeature","<p>Le proponemos un d&iacute;a conociendo culturas ancestrales que dejaron su huella en La Rioja. Desde&nbsp;Calahorra, antigua Calagurris romana. Ciudad romana de gran importancia como atestiguan los restos romanos que quedan en esta localidad. Calahorra es la capital de La Rioja baja, tras recorrer su Catedral, el&nbsp;Museo diocesano&nbsp;y otros lugares de inter&eacute;s, no deje de probar en uno de sus excelentes restaurantes la verdura calagurritana en cualquiera de sus formas, desde la m&aacute;s tradicional a la nueva cocina.&nbsp;Ver plano de Calahorra<br />Desde Calahorra merece la pena desplazarse a&nbsp;Alfaro&nbsp;donde llama la atenci&oacute;n la gran cantidad de cig&uuml;e&ntilde;as que se pueden ver en esta localidad. En la colegiata de Alfaro podr&aacute; descubrir la mayor colonia de cig&uuml;e&ntilde;a blanca de Europa. Si es aficionado a la fotograf&iacute;a, no olvide su c&aacute;mara.<br />En el centro de interpretaci&oacute;n de la&nbsp;Reserva Natural de los Sotos del Ebro&nbsp;le explicar&aacute;n por qu&eacute; estas cig&uuml;e&ntilde;as han elegido La Rioja para pasar la mayor parte del a&ntilde;o y conocer&aacute; la riqueza natural de esta zona riojana.<br />Siguiendo el curso del r&iacute;o Alhama desde Alfaro, se llega a&nbsp;Cervera, la capital de la Sierra oriental riojana, desde all&iacute; se accede a&nbsp;Contrebia &ndash; Leukade, un yacimiento arqueol&oacute;gico de gran inter&eacute;s en un asentamiento celt&iacute;bero. All&iacute; conocer&aacute; las formas de vida de estos antiguos habitantes de La Rioja.<br />Ya m&aacute;s cerca de Logro&ntilde;o, en el valle de Oc&oacute;n, puede perderse por los pueblos de la zona y dar paseos por el valle para visitar un&nbsp;molino de viento harinero&nbsp;recientemente recuperado.<br /><br />Seguro que a su paso ve muchos lugares que merecen una parada, t&oacute;meselo con tiempo. Pare y disfrute del paisaje, de las gentes y de la hospitalidad riojana. Si no le da tiempo a hacerlo todo, no se preocupe, La Rioja est&aacute; muy cerca y estaremos encantados de que vuelva.<br />Un consejo: si le sobra tiempo, pare en&nbsp;Arnedo, capital riojano del calzado y aproveche para hacer unas compras y visitar esta importante localidad riojana.<br /><br />Despu&eacute;s de leer este itinerario, &iquest;quieres buscar alojamiento en La Rioja Baja?&nbsp;Pincha aqu&iacute;.<br /><br />&iquest;O prefieres buscar un sitio d&oacute;nde comer?&nbsp;Pincha aqu&iacute;<br />- See more at: http://www.lariojaturismo.com/rutas/index.php?Id_contenido=1567#sthash.LXEGJxo4.dpuf</p>","ca"
